rule,ra,rb,rb_max
227,0.0,"[0.00069419 0.         0.         0.         0.         0.
 0.        ]",0.0006941947487602966
228,0.00854493259282211,"[0.01182048 0.01046536 0.00666667 0.01713624 0.0156854  0.01333333
 0.01133893]",0.01713624210994912
229,0.009431761521414023,"[0.05504509 0.04559067 0.04230568 0.03259565 0.02988922 0.02568302
 0.01021565]",0.05504509255406617
230,0.1841630233080687,"[0.0752474  0.12436076 0.18712454 0.1027682  0.09022182 0.14441231
 0.13487565]",0.1871245449782934
231,0.0,[0. 0. 0. 0. 0. 0. 0.],0.0
232,0.019436506316151198,"[0.01309307 0.01777282 0.02100642 0.01458418 0.01939563 0.03057647
 0.01868706]",0.030576471917483073
233,0.023904572186687657,"[0.02894987 0.01935467 0.01671422 0.0421637  0.01154701 0.0255728
 0.02      ]",0.042163702135578164
234,0.0,"[1.44722795e-02 3.27569210e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00]",0.01447227946855206
235,0.0,[0. 0. 0. 0. 0. 0. 0.],0.0
236,0.0,[0. 0. 0. 0. 0. 0. 0.],0.0
237,0.019999999999999976,"[0.01632993 0.02323107 0.01652319 0.01154701 0.01309307 0.01284832
 0.01007905]",0.023231068414572405
238,0.0,[0. 0. 0. 0. 0. 0. 0.],0.0
239,0.0,[0. 0. 0. 0. 0. 0. 0.],0.0
240,0.293977356675808,"[0.1028753  0.18486915 0.17786495 0.17492629 0.28509827 0.13435483
 0.08996922]",0.2850982706210459
241,0.0,"[0.00070679 0.         0.         0.         0.         0.
 0.        ]",0.0007067935645272694
242,0.0,"[0.00035869 0.         0.         0.         0.         0.
 0.        ]",0.00035869251101788987
243,0.0,[0. 0. 0. 0. 0. 0. 0.],0.0
244,0.18964876369183448,"[0.09078016 0.09967029 0.11755648 0.15026325 0.17735976 0.19457112
 0.14252121]",0.19457111856022666
245,0.0,[0. 0. 0. 0. 0. 0. 0.],0.0
246,0.0,"[8.81917104e-06 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00]",8.819171036855819e-06
247,0.0,[0. 0. 0. 0. 0. 0. 0.],0.0
248,0.0,"[0.00045734 0.         0.         0.         0.         0.
 0.        ]",0.0004573370123411817
249,0.0,[0. 0. 0. 0. 0. 0. 0.],0.0
250,0.0,[0. 0. 0. 0. 0. 0. 0.],0.0
251,0.0,[0. 0. 0. 0. 0. 0. 0.],0.0
252,0.0,[0. 0. 0. 0. 0. 0. 0.],0.0
253,0.0,[0. 0. 0. 0. 0. 0. 0.],0.0
254,0.0,[0. 0. 0. 0. 0. 0. 0.],0.0
255,0.0,[0. 0. 0. 0. 0. 0. 0.],0.0
